patch,champion,role,opponent,games,wins,winrate
16.4,Pyke,SUPPORT,Zilean,5,1,0.2
16.4,Pyke,SUPPORT,Lulu,5,2,0.4
16.4,Pyke,SUPPORT,Sona,5,3,0.6
16.4,Pyke,SUPPORT,Milio,4,2,0.5
16.4,Pyke,SUPPORT,Seraphine,3,1,0.3333
16.4,Pyke,SUPPORT,Yuumi,3,2,0.6667
16.4,Pyke,SUPPORT,Rell,3,2,0.6667
16.4,Pyke,SUPPORT,Blitzcrank,3,3,1.0
16.4,Pyke,SUPPORT,Neeko,3,3,1.0
16.4,Pyke,SUPPORT,Lux,2,2,1.0
16.4,Pyke,SUPPORT,Taric,2,1,0.5
16.4,Pyke,SUPPORT,Brand,2,0,0.0
16.4,Pyke,SUPPORT,Hwei,2,1,0.5
16.4,Pyke,SUPPORT,Poppy,2,1,0.5
16.4,Pyke,SUPPORT,Senna,2,1,0.5
16.4,Pyke,SUPPORT,Pantheon,2,2,1.0
16.4,Pyke,SUPPORT,Leona,2,0,0.0
16.4,Pyke,SUPPORT,TahmKench,1,0,0.0
16.4,Pyke,SUPPORT,Swain,1,0,0.0
16.4,Pyke,SUPPORT,Sylas,1,1,1.0
16.4,Pyke,SUPPORT,Leblanc,1,1,1.0
16.4,Pyke,SUPPORT,Rakan,1,1,1.0
16.4,Pyke,SUPPORT,Alistar,1,0,0.0
16.4,Pyke,SUPPORT,Kennen,1,1,1.0
16.4,Pyke,SUPPORT,Xerath,1,1,1.0
16.4,Pyke,SUPPORT,Qiyana,1,1,1.0
16.4,Pyke,SUPPORT,Morgana,1,0,0.0
16.4,Pyke,SUPPORT,Ashe,1,0,0.0
16.4,Pyke,SUPPORT,Mel,1,0,0.0
16.4,Pyke,SUPPORT,Janna,1,0,0.0
16.4,Pyke,SUPPORT,Anivia,1,1,1.0
16.4,Pyke,SUPPORT,Shen,1,1,1.0
16.4,Qiyana,SUPPORT,Nami,1,1,1.0
16.4,Qiyana,SUPPORT,Karma,1,1,1.0
16.4,Qiyana,SUPPORT,Nautilus,1,0,0.0
16.4,Qiyana,SUPPORT,Pyke,1,0,0.0
16.4,Qiyana,SUPPORT,Yuumi,1,1,1.0
16.4,Quinn,SUPPORT,Nami,3,2,0.6667
16.4,Quinn,SUPPORT,Sona,2,1,0.5
16.4,Quinn,SUPPORT,Renata,1,1,1.0
16.4,Quinn,SUPPORT,Senna,1,1,1.0
16.4,Quinn,SUPPORT,Jhin,1,1,1.0
16.4,Quinn,SUPPORT,Zoe,1,1,1.0
16.4,Quinn,SUPPORT,Janna,1,0,0.0
16.4,Quinn,SUPPORT,Karma,1,1,1.0
16.4,Rakan,SUPPORT,Karma,12,6,0.5
16.4,Rakan,SUPPORT,Nami,11,9,0.8182
16.4,Rakan,SUPPORT,Lulu,9,4,0.4444
16.4,Rakan,SUPPORT,Thresh,6,3,0.5
16.4,Rakan,SUPPORT,Senna,6,2,0.3333
16.4,Rakan,SUPPORT,Nautilus,6,2,0.3333
16.4,Rakan,SUPPORT,Maokai,5,2,0.4
16.4,Rakan,SUPPORT,Sona,5,2,0.4
16.4,Rakan,SUPPORT,Alistar,5,2,0.4
16.4,Rakan,SUPPORT,Yuumi,5,3,0.6
16.4,Rakan,SUPPORT,Bard,5,3,0.6
16.4,Rakan,SUPPORT,Rell,4,0,0.0
16.4,Rakan,SUPPORT,Milio,4,2,0.5
16.4,Rakan,SUPPORT,Braum,3,3,1.0
16.4,Rakan,SUPPORT,Zilean,3,3,1.0
16.4,Rakan,SUPPORT,Janna,2,1,0.5
16.4,Rakan,SUPPORT,TahmKench,2,2,1.0
16.4,Rakan,SUPPORT,Blitzcrank,2,1,0.5
16.4,Rakan,SUPPORT,Lux,2,0,0.0
16.4,Rakan,SUPPORT,Neeko,2,1,0.5
16.4,Rakan,SUPPORT,Soraka,2,1,0.5
16.4,Rakan,SUPPORT,Zoe,2,2,1.0
16.4,Rakan,SUPPORT,Morgana,2,0,0.0
16.4,Rakan,SUPPORT,Pantheon,2,0,0.0
16.4,Rakan,SUPPORT,Poppy,2,1,0.5
16.4,Rakan,SUPPORT,Zyra,2,1,0.5
16.4,Rakan,SUPPORT,Renata,1,1,1.0
16.4,Rakan,SUPPORT,DrMundo,1,1,1.0
16.4,Rakan,SUPPORT,Azir,1,1,1.0
16.4,Rakan,SUPPORT,Velkoz,1,0,0.0
16.4,Rakan,SUPPORT,Pyke,1,0,0.0
16.4,Rakan,SUPPORT,Hwei,1,1,1.0
16.4,Rakan,SUPPORT,Kennen,1,1,1.0
16.4,Rakan,SUPPORT,Teemo,1,1,1.0
16.4,Rakan,SUPPORT,Seraphine,1,1,1.0
16.4,Rakan,SUPPORT,Heimerdinger,1,1,1.0
16.4,Rammus,SUPPORT,Rell,1,0,0.0
16.4,Rammus,SUPPORT,Morgana,1,0,0.0
16.4,Rammus,SUPPORT,Amumu,1,0,0.0
16.4,RekSai,SUPPORT,Maokai,1,1,1.0
16.4,RekSai,SUPPORT,Rell,1,0,0.0
16.4,Rell,SUPPORT,Nautilus,11,6,0.5455
16.4,Rell,SUPPORT,Lulu,9,6,0.6667
16.4,Rell,SUPPORT,Thresh,7,3,0.4286
16.4,Rell,SUPPORT,Nami,5,4,0.8
16.4,Rell,SUPPORT,Alistar,5,4,0.8
16.4,Rell,SUPPORT,Bard,4,3,0.75
16.4,Rell,SUPPORT,Karma,4,2,0.5
16.4,Rell,SUPPORT,Rakan,4,4,1.0
16.4,Rell,SUPPORT,TahmKench,3,2,0.6667
16.4,Rell,SUPPORT,Lux,3,0,0.0
16.4,Rell,SUPPORT,Pyke,3,1,0.3333
16.4,Rell,SUPPORT,Milio,3,2,0.6667
16.4,Rell,SUPPORT,Poppy,3,1,0.3333
16.4,Rell,SUPPORT,Janna,3,2,0.6667
16.4,Rell,SUPPORT,Viego,2,0,0.0
16.4,Rell,SUPPORT,Galio,1,1,1.0
16.4,Rell,SUPPORT,Sylas,1,1,1.0
16.4,Rell,SUPPORT,Neeko,1,0,0.0
16.4,Rell,SUPPORT,Shen,1,0,0.0
16.4,Rell,SUPPORT,RekSai,1,1,1.0
16.4,Rell,SUPPORT,Rammus,1,1,1.0
16.4,Rell,SUPPORT,KSante,1,1,1.0
16.4,Rell,SUPPORT,Blitzcrank,1,0,0.0
16.4,Rell,SUPPORT,Sona,1,0,0.0
16.4,Rell,SUPPORT,Yuumi,1,0,0.0
16.4,Rell,SUPPORT,Brand,1,1,1.0
16.4,Rell,SUPPORT,Senna,1,0,0.0
16.4,Rell,SUPPORT,Leona,1,1,1.0
16.4,Rell,SUPPORT,Zyra,1,0,0.0
16.4,Rell,SUPPORT,Swain,1,0,0.0
16.4,Rell,SUPPORT,Heimerdinger,1,0,0.0
16.4,Rell,SUPPORT,Xerath,1,1,1.0
16.4,Rell,SUPPORT,Malphite,1,1,1.0
16.4,Renata,SUPPORT,Thresh,4,3,0.75
16.4,Renata,SUPPORT,Nautilus,3,2,0.6667
16.4,Renata,SUPPORT,Senna,2,2,1.0
16.4,Renata,SUPPORT,Alistar,2,1,0.5
16.4,Renata,SUPPORT,Milio,2,0,0.0
16.4,Renata,SUPPORT,Rakan,1,0,0.0
16.4,Renata,SUPPORT,Braum,1,1,1.0
16.4,Renata,SUPPORT,Bard,1,1,1.0
16.4,Renata,SUPPORT,Seraphine,1,0,0.0
16.4,Renata,SUPPORT,Xerath,1,0,0.0
16.4,Renata,SUPPORT,TahmKench,1,1,1.0
16.4,Renata,SUPPORT,Nami,1,0,0.0
16.4,Renata,SUPPORT,Janna,1,1,1.0
16.4,Renata,SUPPORT,Sona,1,0,0.0
16.4,Renata,SUPPORT,Quinn,1,0,0.0
16.4,Rengar,SUPPORT,Blitzcrank,1,0,0.0
16.4,Rengar,SUPPORT,Janna,1,1,1.0
16.4,Rengar,SUPPORT,Thresh,1,0,0.0
16.4,Rengar,SUPPORT,Seraphine,1,1,1.0
16.4,Rengar,SUPPORT,Nami,1,1,1.0
16.4,Rumble,SUPPORT,Zyra,1,1,1.0
16.4,Sejuani,SUPPORT,Lulu,1,1,1.0
16.4,Sejuani,SUPPORT,Yuumi,1,0,0.0
16.4,Senna,SUPPORT,Nami,17,10,0.5882
16.4,Senna,SUPPORT,Karma,9,6,0.6667
16.4,Senna,SUPPORT,Thresh,9,3,0.3333
16.4,Senna,SUPPORT,Lulu,8,2,0.25
16.4,Senna,SUPPORT,Sona,8,3,0.375
16.4,Senna,SUPPORT,Braum,7,3,0.4286
16.4,Senna,SUPPORT,Yuumi,6,1,0.1667
16.4,Senna,SUPPORT,Soraka,6,2,0.3333
16.4,Senna,SUPPORT,Rakan,6,4,0.6667
16.4,Senna,SUPPORT,Janna,6,0,0.0
16.4,Senna,SUPPORT,Milio,6,4,0.6667
16.4,Senna,SUPPORT,Bard,5,3,0.6
16.4,Senna,SUPPORT,Nautilus,5,1,0.2
16.4,Senna,SUPPORT,Alistar,5,3,0.6
16.4,Senna,SUPPORT,Zilean,5,3,0.6
16.4,Senna,SUPPORT,Pantheon,3,2,0.6667
16.4,Senna,SUPPORT,Xerath,3,2,0.6667
16.4,Senna,SUPPORT,Leona,3,2,0.6667
16.4,Senna,SUPPORT,Anivia,3,1,0.3333
16.4,Senna,SUPPORT,Swain,3,0,0.0
16.4,Senna,SUPPORT,TahmKench,3,3,1.0
16.4,Senna,SUPPORT,Renata,2,0,0.0
16.4,Senna,SUPPORT,Zyra,2,0,0.0
16.4,Senna,SUPPORT,Maokai,2,1,0.5
16.4,Senna,SUPPORT,Blitzcrank,2,0,0.0
16.4,Senna,SUPPORT,Brand,2,2,1.0
16.4,Senna,SUPPORT,Velkoz,2,2,1.0
16.4,Senna,SUPPORT,Annie,2,2,1.0
16.4,Senna,SUPPORT,Zoe,2,2,1.0
16.4,Senna,SUPPORT,Morgana,2,1,0.5
16.4,Senna,SUPPORT,Pyke,2,1,0.5
16.4,Senna,SUPPORT,Seraphine,2,1,0.5
16.4,Senna,SUPPORT,Neeko,2,0,0.0
16.4,Senna,SUPPORT,TwistedFate,1,1,1.0
16.4,Senna,SUPPORT,Rell,1,1,1.0
16.4,Senna,SUPPORT,Quinn,1,0,0.0
16.4,Senna,SUPPORT,Nunu,1,0,0.0
16.4,Senna,SUPPORT,Sylas,1,1,1.0
16.4,Seraphine,SUPPORT,Nami,15,8,0.5333
16.4,Seraphine,SUPPORT,Sona,9,3,0.3333
16.4,Seraphine,SUPPORT,Thresh,8,6,0.75
16.4,Seraphine,SUPPORT,Nautilus,6,5,0.8333
16.4,Seraphine,SUPPORT,Lulu,5,4,0.8
16.4,Seraphine,SUPPORT,Morgana,4,3,0.75
16.4,Seraphine,SUPPORT,Soraka,4,3,0.75
16.4,Seraphine,SUPPORT,Karma,4,2,0.5
16.4,Seraphine,SUPPORT,Leona,4,1,0.25
16.4,Seraphine,SUPPORT,Zilean,4,1,0.25
16.4,Seraphine,SUPPORT,Yuumi,3,3,1.0
16.4,Seraphine,SUPPORT,Pyke,3,2,0.6667
16.4,Seraphine,SUPPORT,Pantheon,3,2,0.6667
16.4,Seraphine,SUPPORT,Janna,3,1,0.3333
16.4,Seraphine,SUPPORT,Bard,3,0,0.0
16.4,Seraphine,SUPPORT,Velkoz,2,2,1.0
16.4,Seraphine,SUPPORT,Swain,2,1,0.5
16.4,Seraphine,SUPPORT,Braum,2,2,1.0
16.4,Seraphine,SUPPORT,Trundle,2,0,0.0
16.4,Seraphine,SUPPORT,Senna,2,1,0.5
16.4,Seraphine,SUPPORT,Blitzcrank,2,2,1.0
16.4,Seraphine,SUPPORT,Nunu,1,0,0.0
16.4,Seraphine,SUPPORT,Milio,1,0,0.0
16.4,Seraphine,SUPPORT,Ivern,1,1,1.0
16.4,Seraphine,SUPPORT,Gragas,1,1,1.0
16.4,Seraphine,SUPPORT,Alistar,1,1,1.0
16.4,Seraphine,SUPPORT,Rengar,1,0,0.0
16.4,Seraphine,SUPPORT,Zoe,1,1,1.0
16.4,Seraphine,SUPPORT,Renata,1,1,1.0
16.4,Seraphine,SUPPORT,TahmKench,1,0,0.0
16.4,Seraphine,SUPPORT,Jayce,1,1,1.0
16.4,Seraphine,SUPPORT,Hwei,1,1,1.0
16.4,Seraphine,SUPPORT,Shaco,1,0,0.0
16.4,Seraphine,SUPPORT,Mel,1,0,0.0
16.4,Seraphine,SUPPORT,Rakan,1,0,0.0
16.4,Seraphine,SUPPORT,FiddleSticks,1,0,0.0
16.4,Seraphine,SUPPORT,MasterYi,1,1,1.0
16.4,Seraphine,SUPPORT,Neeko,1,0,0.0
16.4,Sett,SUPPORT,Karma,1,1,1.0
16.4,Sett,SUPPORT,Nautilus,1,0,0.0
16.4,Sett,SUPPORT,Nami,1,0,0.0
16.4,Shaco,SUPPORT,Nami,3,2,0.6667
16.4,Shaco,SUPPORT,Sona,3,2,0.6667
16.4,Shaco,SUPPORT,Morgana,2,2,1.0
16.4,Shaco,SUPPORT,Neeko,2,1,0.5
16.4,Shaco,SUPPORT,Soraka,1,1,1.0
16.4,Shaco,SUPPORT,Thresh,1,1,1.0
16.4,Shaco,SUPPORT,Velkoz,1,1,1.0
16.4,Shaco,SUPPORT,Janna,1,0,0.0
16.4,Shaco,SUPPORT,Karma,1,1,1.0
16.4,Shaco,SUPPORT,Lulu,1,1,1.0
16.4,Shaco,SUPPORT,Alistar,1,1,1.0
16.4,Shaco,SUPPORT,Seraphine,1,1,1.0
16.4,Shaco,SUPPORT,Bard,1,1,1.0
16.4,Shen,SUPPORT,Nami,4,3,0.75
16.4,Shen,SUPPORT,Rell,1,1,1.0
16.4,Shen,SUPPORT,Braum,1,0,0.0
16.4,Shen,SUPPORT,Soraka,1,1,1.0
16.4,Shen,SUPPORT,Thresh,1,0,0.0
16.4,Shen,SUPPORT,Olaf,1,0,0.0
16.4,Shen,SUPPORT,Pantheon,1,1,1.0
16.4,Shen,SUPPORT,Nautilus,1,0,0.0
16.4,Shen,SUPPORT,Pyke,1,0,0.0
16.4,Shen,SUPPORT,Sion,1,0,0.0
16.4,Sion,SUPPORT,Karma,1,0,0.0
16.4,Sion,SUPPORT,Shen,1,1,1.0
16.4,Skarner,SUPPORT,Thresh,1,0,0.0
16.4,Sona,SUPPORT,Nami,40,22,0.55
16.4,Sona,SUPPORT,Karma,19,14,0.7368
16.4,Sona,SUPPORT,Thresh,18,4,0.2222
16.4,Sona,SUPPORT,Soraka,10,5,0.5
16.4,Sona,SUPPORT,Seraphine,9,6,0.6667
16.4,Sona,SUPPORT,Lulu,9,3,0.3333
16.4,Sona,SUPPORT,Janna,9,6,0.6667
16.4,Sona,SUPPORT,Bard,8,6,0.75
16.4,Sona,SUPPORT,Nautilus,8,5,0.625
16.4,Sona,SUPPORT,Senna,8,5,0.625
16.4,Sona,SUPPORT,Braum,7,5,0.7143
16.4,Sona,SUPPORT,Maokai,7,2,0.2857
16.4,Sona,SUPPORT,Yuumi,7,3,0.4286
16.4,Sona,SUPPORT,Zilean,7,3,0.4286
16.4,Sona,SUPPORT,Rakan,5,3,0.6
16.4,Sona,SUPPORT,Pyke,5,2,0.4
16.4,Sona,SUPPORT,Milio,5,1,0.2
16.4,Sona,SUPPORT,Leona,4,3,0.75
16.4,Sona,SUPPORT,Blitzcrank,4,1,0.25
16.4,Sona,SUPPORT,Neeko,4,1,0.25
16.4,Sona,SUPPORT,Amumu,3,1,0.3333
16.4,Sona,SUPPORT,Lux,3,0,0.0
16.4,Sona,SUPPORT,Alistar,3,2,0.6667
16.4,Sona,SUPPORT,Velkoz,3,3,1.0
16.4,Sona,SUPPORT,Shaco,3,1,0.3333
16.4,Sona,SUPPORT,Pantheon,2,0,0.0
16.4,Sona,SUPPORT,Swain,2,1,0.5
16.4,Sona,SUPPORT,Quinn,2,1,0.5
16.4,Sona,SUPPORT,TahmKench,2,2,1.0
16.4,Sona,SUPPORT,Ahri,1,1,1.0
16.4,Sona,SUPPORT,Jax,1,1,1.0
16.4,Sona,SUPPORT,Hwei,1,1,1.0
16.4,Sona,SUPPORT,Aphelios,1,0,0.0
16.4,Sona,SUPPORT,Ivern,1,1,1.0
16.4,Sona,SUPPORT,LeeSin,1,0,0.0
16.4,Sona,SUPPORT,Anivia,1,0,0.0
16.4,Sona,SUPPORT,Poppy,1,1,1.0
16.4,Sona,SUPPORT,Rell,1,1,1.0
16.4,Sona,SUPPORT,Xerath,1,1,1.0
16.4,Sona,SUPPORT,Akshan,1,1,1.0
16.4,Sona,SUPPORT,Sylas,1,1,1.0
16.4,Sona,SUPPORT,Annie,1,0,0.0
16.4,Sona,SUPPORT,Renata,1,1,1.0
16.4,Sona,SUPPORT,Teemo,1,1,1.0
16.4,Sona,SUPPORT,Zac,1,1,1.0
16.4,Sona,SUPPORT,Brand,1,1,1.0
16.4,Soraka,SUPPORT,Nami,21,10,0.4762
16.4,Soraka,SUPPORT,Nautilus,13,10,0.7692
16.4,Soraka,SUPPORT,Sona,10,5,0.5
16.4,Soraka,SUPPORT,Lux,7,4,0.5714
16.4,Soraka,SUPPORT,Bard,7,3,0.4286
16.4,Soraka,SUPPORT,Senna,6,4,0.6667
16.4,Soraka,SUPPORT,Yuumi,6,5,0.8333
16.4,Soraka,SUPPORT,Janna,6,2,0.3333
16.4,Soraka,SUPPORT,Blitzcrank,6,2,0.3333
16.4,Soraka,SUPPORT,Milio,5,2,0.4
16.4,Soraka,SUPPORT,Thresh,5,4,0.8
16.4,Soraka,SUPPORT,Pyke,5,2,0.4
16.4,Soraka,SUPPORT,Leona,5,3,0.6
16.4,Soraka,SUPPORT,Karma,5,4,0.8
16.4,Soraka,SUPPORT,Seraphine,4,1,0.25
16.4,Soraka,SUPPORT,Lulu,4,2,0.5
16.4,Soraka,SUPPORT,Alistar,4,3,0.75
16.4,Soraka,SUPPORT,Zyra,3,2,0.6667
16.4,Soraka,SUPPORT,Brand,3,2,0.6667
16.4,Soraka,SUPPORT,Braum,3,1,0.3333
16.4,Soraka,SUPPORT,Maokai,3,2,0.6667
16.4,Soraka,SUPPORT,Rakan,2,1,0.5
16.4,Soraka,SUPPORT,Morgana,2,0,0.0
16.4,Soraka,SUPPORT,Taric,2,2,1.0
16.4,Soraka,SUPPORT,Shaco,1,0,0.0
16.4,Soraka,SUPPORT,Pantheon,1,0,0.0
16.4,Soraka,SUPPORT,Sylas,1,0,0.0
16.4,Soraka,SUPPORT,Xerath,1,0,0.0
16.4,Soraka,SUPPORT,Veigar,1,1,1.0
16.4,Soraka,SUPPORT,Swain,1,0,0.0
16.4,Soraka,SUPPORT,Shen,1,0,0.0
16.4,Soraka,SUPPORT,TahmKench,1,0,0.0
16.4,Soraka,SUPPORT,Velkoz,1,0,0.0
16.4,Soraka,SUPPORT,Teemo,1,0,0.0
16.4,Soraka,SUPPORT,Leblanc,1,1,1.0
16.4,Swain,SUPPORT,Leona,4,0,0.0
16.4,Swain,SUPPORT,Nautilus,4,1,0.25
16.4,Swain,SUPPORT,Janna,3,2,0.6667
16.4,Swain,SUPPORT,Bard,3,2,0.6667
16.4,Swain,SUPPORT,Senna,3,3,1.0
16.4,Swain,SUPPORT,Seraphine,2,1,0.5
16.4,Swain,SUPPORT,Thresh,2,1,0.5
16.4,Swain,SUPPORT,Sona,2,1,0.5
16.4,Swain,SUPPORT,Nami,2,1,0.5
16.4,Swain,SUPPORT,Lux,2,2,1.0
16.4,Swain,SUPPORT,Braum,2,0,0.0
16.4,Swain,SUPPORT,Twitch,1,0,0.0
16.4,Swain,SUPPORT,Zyra,1,1,1.0
16.4,Swain,SUPPORT,Pyke,1,1,1.0
16.4,Swain,SUPPORT,Karma,1,0,0.0
16.4,Swain,SUPPORT,Yuumi,1,0,0.0
16.4,Swain,SUPPORT,Soraka,1,1,1.0
16.4,Swain,SUPPORT,TahmKench,1,1,1.0
16.4,Swain,SUPPORT,Morgana,1,0,0.0
16.4,Swain,SUPPORT,Poppy,1,0,0.0
16.4,Swain,SUPPORT,Rell,1,1,1.0
16.4,Swain,SUPPORT,Zilean,1,1,1.0
16.4,Sylas,SUPPORT,Rell,1,0,0.0
16.4,Sylas,SUPPORT,Soraka,1,1,1.0
16.4,Sylas,SUPPORT,Pyke,1,0,0.0
16.4,Sylas,SUPPORT,Blitzcrank,1,0,0.0
16.4,Sylas,SUPPORT,TahmKench,1,0,0.0
16.4,Sylas,SUPPORT,Bard,1,0,0.0
16.4,Sylas,SUPPORT,Amumu,1,0,0.0
16.4,Sylas,SUPPORT,Neeko,1,1,1.0
16.4,Sylas,SUPPORT,Lulu,1,1,1.0
16.4,Sylas,SUPPORT,Sona,1,0,0.0
16.4,Sylas,SUPPORT,Alistar,1,0,0.0
16.4,Sylas,SUPPORT,FiddleSticks,1,0,0.0
16.4,Sylas,SUPPORT,Thresh,1,0,0.0
16.4,Sylas,SUPPORT,Senna,1,0,0.0
16.4,Sylas,SUPPORT,Velkoz,1,1,1.0
16.4,Syndra,SUPPORT,Maokai,1,1,1.0
16.4,Syndra,SUPPORT,Karma,1,1,1.0
16.4,TahmKench,SUPPORT,Nami,5,1,0.2
16.4,TahmKench,SUPPORT,Lux,4,1,0.25
16.4,TahmKench,SUPPORT,Rell,3,1,0.3333
16.4,TahmKench,SUPPORT,Zilean,3,0,0.0
16.4,TahmKench,SUPPORT,Thresh,3,0,0.0
16.4,TahmKench,SUPPORT,Karma,3,3,1.0
16.4,TahmKench,SUPPORT,Senna,3,0,0.0
16.4,TahmKench,SUPPORT,Rakan,2,0,0.0
16.4,TahmKench,SUPPORT,Alistar,2,1,0.5
16.4,TahmKench,SUPPORT,Nautilus,2,1,0.5
16.4,TahmKench,SUPPORT,Sona,2,0,0.0
16.4,TahmKench,SUPPORT,Pyke,1,1,1.0
16.4,TahmKench,SUPPORT,Ashe,1,1,1.0
16.4,TahmKench,SUPPORT,Sylas,1,1,1.0
16.4,TahmKench,SUPPORT,Swain,1,0,0.0
16.4,TahmKench,SUPPORT,Velkoz,1,0,0.0
16.4,TahmKench,SUPPORT,Maokai,1,1,1.0
16.4,TahmKench,SUPPORT,Milio,1,1,1.0
16.4,TahmKench,SUPPORT,Soraka,1,1,1.0
16.4,TahmKench,SUPPORT,Blitzcrank,1,1,1.0
16.4,TahmKench,SUPPORT,Renata,1,0,0.0
16.4,TahmKench,SUPPORT,Seraphine,1,1,1.0
16.4,TahmKench,SUPPORT,Yuumi,1,0,0.0
16.4,TahmKench,SUPPORT,Morgana,1,0,0.0
16.4,TahmKench,SUPPORT,Annie,1,0,0.0
16.4,TahmKench,SUPPORT,Vi,1,1,1.0
16.4,TahmKench,SUPPORT,Leona,1,0,0.0
16.4,TahmKench,SUPPORT,Neeko,1,0,0.0
16.4,Taliyah,SUPPORT,Lulu,1,1,1.0
16.4,Taliyah,SUPPORT,Elise,1,0,0.0
16.4,Taliyah,SUPPORT,Velkoz,1,0,0.0
16.4,Taric,SUPPORT,Nautilus,5,2,0.4
16.4,Taric,SUPPORT,Leona,2,1,0.5
16.4,Taric,SUPPORT,Pyke,2,1,0.5
16.4,Taric,SUPPORT,Maokai,2,1,0.5
16.4,Taric,SUPPORT,Lulu,2,2,1.0
16.4,Taric,SUPPORT,Alistar,2,1,0.5
16.4,Taric,SUPPORT,Bard,2,0,0.0
16.4,Taric,SUPPORT,Soraka,2,0,0.0
16.4,Taric,SUPPORT,Janna,2,0,0.0
16.4,Taric,SUPPORT,Mel,1,1,1.0
16.4,Taric,SUPPORT,Karma,1,0,0.0
16.4,Taric,SUPPORT,FiddleSticks,1,0,0.0
16.4,Taric,SUPPORT,Neeko,1,0,0.0
16.4,Taric,SUPPORT,Yuumi,1,0,0.0
16.4,Taric,SUPPORT,Blitzcrank,1,0,0.0
16.4,Taric,SUPPORT,Braum,1,1,1.0
16.4,Taric,SUPPORT,Elise,1,1,1.0
16.4,Taric,SUPPORT,Thresh,1,1,1.0
16.4,Taric,SUPPORT,Brand,1,0,0.0
16.4,Teemo,SUPPORT,Bard,2,0,0.0
16.4,Teemo,SUPPORT,Nautilus,1,0,0.0
16.4,Teemo,SUPPORT,Lulu,1,0,0.0
16.4,Teemo,SUPPORT,Velkoz,1,1,1.0
16.4,Teemo,SUPPORT,Ivern,1,0,0.0
16.4,Teemo,SUPPORT,Morgana,1,0,0.0
16.4,Teemo,SUPPORT,Rakan,1,0,0.0
16.4,Teemo,SUPPORT,Soraka,1,1,1.0
16.4,Teemo,SUPPORT,Sona,1,0,0.0
16.4,Teemo,SUPPORT,Leona,1,0,0.0
16.4,Teemo,SUPPORT,Karma,1,1,1.0
16.4,Teemo,SUPPORT,Nami,1,0,0.0
16.4,Thresh,SUPPORT,Nami,37,21,0.5676
16.4,Thresh,SUPPORT,Nautilus,20,10,0.5
16.4,Thresh,SUPPORT,Sona,18,14,0.7778
16.4,Thresh,SUPPORT,Karma,14,8,0.5714
16.4,Thresh,SUPPORT,Bard,13,9,0.6923
16.4,Thresh,SUPPORT,Braum,13,7,0.5385
16.4,Thresh,SUPPORT,Leona,13,5,0.3846
16.4,Thresh,SUPPORT,Lulu,10,4,0.4
16.4,Thresh,SUPPORT,Senna,9,6,0.6667
16.4,Thresh,SUPPORT,Pyke,9,7,0.7778
16.4,Thresh,SUPPORT,Morgana,9,4,0.4444
16.4,Thresh,SUPPORT,Blitzcrank,9,5,0.5556
16.4,Thresh,SUPPORT,Seraphine,8,2,0.25
16.4,Thresh,SUPPORT,Rell,7,4,0.5714
16.4,Thresh,SUPPORT,Janna,7,6,0.8571
16.4,Thresh,SUPPORT,Alistar,7,5,0.7143
16.4,Thresh,SUPPORT,Rakan,6,3,0.5
16.4,Thresh,SUPPORT,Neeko,6,1,0.1667
16.4,Thresh,SUPPORT,Zyra,6,1,0.1667
16.4,Thresh,SUPPORT,Soraka,5,1,0.2
16.4,Thresh,SUPPORT,Yuumi,5,3,0.6
16.4,Thresh,SUPPORT,Poppy,5,2,0.4
16.4,Thresh,SUPPORT,Maokai,5,4,0.8
16.4,Thresh,SUPPORT,Ashe,4,3,0.75
16.4,Thresh,SUPPORT,Zilean,4,3,0.75
16.4,Thresh,SUPPORT,Renata,4,1,0.25
16.4,Thresh,SUPPORT,Milio,3,3,1.0
16.4,Thresh,SUPPORT,Galio,3,0,0.0
16.4,Thresh,SUPPORT,Brand,3,1,0.3333
16.4,Thresh,SUPPORT,TahmKench,3,3,1.0
16.4,Thresh,SUPPORT,Velkoz,3,3,1.0
16.4,Thresh,SUPPORT,Mel,2,0,0.0
16.4,Thresh,SUPPORT,FiddleSticks,2,1,0.5
16.4,Thresh,SUPPORT,Swain,2,1,0.5
16.4,Thresh,SUPPORT,Pantheon,2,2,1.0
16.4,Thresh,SUPPORT,Elise,1,1,1.0
16.4,Thresh,SUPPORT,Ivern,1,1,1.0
16.4,Thresh,SUPPORT,Shaco,1,0,0.0
16.4,Thresh,SUPPORT,Darius,1,0,0.0
16.4,Thresh,SUPPORT,Anivia,1,0,0.0
16.4,Thresh,SUPPORT,Rengar,1,1,1.0
16.4,Thresh,SUPPORT,Shen,1,1,1.0
16.4,Thresh,SUPPORT,Leblanc,1,1,1.0
16.4,Thresh,SUPPORT,Lux,1,0,0.0
16.4,Thresh,SUPPORT,Skarner,1,1,1.0
16.4,Thresh,SUPPORT,Sylas,1,1,1.0
16.4,Thresh,SUPPORT,KSante,1,1,1.0
16.4,Thresh,SUPPORT,Heimerdinger,1,1,1.0
16.4,Thresh,SUPPORT,Nidalee,1,0,0.0
16.4,Thresh,SUPPORT,Taric,1,0,0.0
16.4,Thresh,SUPPORT,Zoe,1,0,0.0
16.4,Thresh,SUPPORT,Veigar,1,1,1.0
16.4,Trundle,SUPPORT,Seraphine,2,2,1.0
16.4,Trundle,SUPPORT,Nautilus,2,1,0.5
16.4,Trundle,SUPPORT,Lulu,1,1,1.0
